,area_type,location,total_sqft,bathroom,balcony,price,BHK
10999,Built-up  Area,Kaggadasapura,2400.0,4.0,3,130.0,5.0
11000,Super built-up  Area,Hegde Nagar,1584.01,3.0,1,104.0,3.0
11002,Plot  Area,Kammasandra,1200.0,2.0,3,60.0,4.0
11003,Super built-up  Area,Kaggadasapura,1485.0,2.0,2,70.0,3.0
11004,Built-up  Area,Hennur Road,1100.0,2.0,1,78.0,3.0
11005,Super built-up  Area,8th Phase JP Nagar,1245.0,2.0,1,59.0,2.0
11006,Built-up  Area,Hennur Road,1880.0,4.0,0,154.0,4.0
11007,Super built-up  Area,Frazer Town,2214.0,3.0,3,220.0,3.0
11010,Super built-up  Area,Bannerghatta Road,1640.0,3.0,2,105.0,3.0
11012,Built-up  Area,Kengeri Satellite Town,1110.0,2.0,1,43.0,2.0
11014,Built-up  Area,Other,2408.5,4.0,2,220.0,4.0
11017,Super built-up  Area,Haralur Road,1300.0,2.0,2,75.0,2.0
11020,Super built-up  Area,Hennur Road,1232.0,2.0,1,69.61,2.0
11022,Built-up  Area,7th Phase JP Nagar,1275.0,2.0,2,88.0,3.0
11023,Super built-up  Area,Sarjapur  Road,1222.0,2.0,1,68.0,3.0
11024,Super built-up  Area,Varthur,1155.0,2.0,2,39.0,2.0
11026,Super built-up  Area,Horamavu Banaswadi,1200.0,2.0,1,45.0,2.0
11028,Super built-up  Area,Horamavu Agara,1166.0,2.0,1,38.0,2.0
11030,Super built-up  Area,5th Phase JP Nagar,2408.5,5.0,2,170.0,5.0
11031,Plot  Area,Rajaji Nagar,1350.0,4.0,1,220.0,4.0
11032,Super built-up  Area,Yelahanka,2408.5,2.0,1,190.0,4.0
11034,Plot  Area,Other,900.0,3.0,1,75.0,3.0
11036,Super built-up  Area,Chandapura,971.0,2.0,2,38.0,3.0
11037,Super built-up  Area,Hennur,1255.0,2.0,1,52.32,2.0
11038,Built-up  Area,EPIP Zone,1810.0,2.0,2,65.0,2.0
11044,Plot  Area,Brookefield,1560.0,3.0,2,149.0,4.0
11045,Super built-up  Area,Somasundara Palya,1650.0,3.0,1,126.0,3.0
11047,Super built-up  Area,Hennur Road,1748.0,3.0,1,103.0,3.0
11048,Plot  Area,Channasandra,1200.0,3.0,1,67.77,3.0
11049,Built-up  Area,Kengeri Satellite Town,1170.0,2.0,3,50.0,2.0
11050,Built-up  Area,Sarjapur  Road,2408.5,4.0,2,220.0,4.0
11053,Super built-up  Area,Frazer Town,1870.0,3.0,3,180.0,3.0
11054,Super built-up  Area,Sarjapur  Road,1510.0,2.0,1,110.0,3.0
11058,Super built-up  Area,Indira Nagar,1149.0,2.0,1,130.0,2.0
11059,Built-up  Area,Thanisandra,1948.0,4.0,2,129.0,4.0
11061,Super built-up  Area,Sarjapur  Road,1242.0,2.0,1,78.0,2.0
11062,Super built-up  Area,Sonnenahalli,1268.0,2.0,1,58.0,2.0
11063,Super built-up  Area,Ramamurthy Nagar,1101.0,2.0,1,50.0,2.0
11065,Super built-up  Area,Gunjur,1362.0,3.0,1,62.63,3.0
11066,Super built-up  Area,Sarjapur  Road,984.0,3.0,2,140.0,3.0
11067,Super built-up  Area,Hosa Road,1089.0,2.0,1,38.0,2.0
11068,Built-up  Area,Other,900.0,1.0,3,95.0,2.0
11069,Super built-up  Area,Uttarahalli,1345.0,2.0,1,57.0,3.0
11071,Plot  Area,Other,1650.0,2.0,1,140.0,4.0
11072,Super built-up  Area,Kaggalipura,950.0,2.0,1,45.0,2.0
11073,Super built-up  Area,HBR Layout,1068.0,2.0,1,43.0,2.0
11078,Plot  Area,Hoodi,1120.0,2.0,1,155.0,3.0
11079,Super built-up  Area,Banashankari,1800.0,3.0,2,125.0,3.0
11080,Super built-up  Area,Other,2408.5,5.0,2,220.0,4.0
11082,Super built-up  Area,Old Airport Road,2408.5,4.0,3,204.0,4.0
11085,Super built-up  Area,Ananth Nagar,1010.0,2.0,2,38.0,2.0
11086,Built-up  Area,Nagarbhavi,1250.0,3.0,0,170.0,2.0
11090,Super built-up  Area,Mysore Road,1248.52,3.0,2,115.0,3.0
11091,Built-up  Area,Attibele,900.0,1.0,1,38.0,1.0
11095,Super built-up  Area,JP Nagar,1250.0,2.0,2,93.0,2.0
11096,Plot  Area,Other,2408.5,3.0,3,220.0,3.0
11097,Super built-up  Area,Hebbal,2408.5,2.0,2,220.0,4.0
11100,Super built-up  Area,Whitefield,2408.5,2.0,1,220.0,4.0
11103,Super built-up  Area,KR Puram,1096.0,2.0,1,43.0,2.0
11104,Super built-up  Area,Electronic City Phase II,1160.0,2.0,1,38.0,2.0
11105,Built-up  Area,Other,1936.0,3.0,2,139.0,3.0
11107,Super built-up  Area,Other,2408.5,3.0,1,220.0,3.0
11108,Super built-up  Area,Panathur,1586.0,3.0,1,125.0,3.0
11109,Super built-up  Area,Rajaji Nagar,1376.0,2.0,1,124.0,2.0
11111,Super built-up  Area,Hosa Road,1538.0,3.0,1,107.0,3.0
11112,Super built-up  Area,Hosur Road,1427.0,2.0,1,130.0,3.0
11115,Super built-up  Area,Harlur,1197.0,2.0,1,77.0,2.0
11116,Super built-up  Area,Varthur,900.0,1.0,1,38.0,2.0
11117,Built-up  Area,Kengeri,900.0,1.0,1,38.0,1.0
11118,Built-up  Area,Thanisandra,1573.0,3.0,1,90.0,3.0
11119,Super built-up  Area,Dodda Nekkundi,1135.0,2.0,2,58.0,2.0
11121,Super built-up  Area,Other,1200.0,1.0,0,65.0,1.0
11124,Super built-up  Area,Sonnenahalli,1268.0,2.0,1,56.0,2.0
11125,Super built-up  Area,Kambipura,900.0,2.0,1,39.0,2.0
11126,Super built-up  Area,Yelahanka,1600.0,3.0,3,100.0,3.0
11127,Super built-up  Area,Thanisandra,1056.0,2.0,2,70.0,2.0
11128,Plot  Area,Jigani,1200.0,2.0,1,105.0,3.0
11129,Plot  Area,Whitefield,2408.5,4.0,1,220.0,4.0
11130,Super built-up  Area,KR Puram,1204.0,2.0,2,58.0,2.0
11132,Built-up  Area,Hennur Road,1460.0,2.0,1,80.3,2.0
11133,Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1,41.18,2.0
11134,Super built-up  Area,Other,1310.0,2.0,1,88.0,2.0
11138,Super built-up  Area,Uttarahalli,1345.0,2.0,1,57.0,3.0
11139,Built-up  Area,Other,2000.0,5.0,2,220.0,5.0
11140,Super built-up  Area,Singasandra,1416.0,2.0,2,67.0,2.0
11141,Super built-up  Area,HSR Layout,1145.0,2.0,2,46.0,2.0
11147,Built-up  Area,Other,2408.5,4.0,3,220.0,4.0
11148,Super built-up  Area,Bellandur,1185.0,2.0,1,47.39,2.0
11149,Built-up  Area,Green Glen Layout,1750.0,3.0,2,81.0,3.0
11150,Built-up  Area,Other,2408.5,4.0,1,220.0,3.0
11151,Super built-up  Area,Balagere,1007.0,2.0,1,68.0,2.0
11152,Super built-up  Area,Rajaji Nagar,1700.0,3.0,2,200.0,3.0
11153,Super built-up  Area,Whitefield,1250.0,2.0,2,85.0,2.0
11155,Super built-up  Area,Horamavu Agara,994.0,2.0,1,42.28,2.0
11156,Super built-up  Area,Ramamurthy Nagar,1150.0,2.0,2,40.0,2.0
11158,Super built-up  Area,Other,1441.0,2.0,1,115.0,2.0
11159,Super built-up  Area,Old Madras Road,1157.0,2.0,2,47.32,2.0
11161,Super built-up  Area,Thigalarapalya,1400.0,2.0,2,105.0,2.0
11164,Super built-up  Area,Judicial Layout,900.0,2.0,1,40.0,2.0
11165,Super built-up  Area,Other,900.0,1.0,1,38.0,1.0
11166,Plot  Area,Other,1200.0,3.0,1,80.0,3.0
11168,Super built-up  Area,Talaghattapura,1062.0,2.0,1,42.48,2.0
11170,Super built-up  Area,Bannerghatta Road,1012.0,2.0,1,44.0,2.0
11171,Plot  Area,Other,1500.0,2.0,1,200.0,3.0
11174,Super built-up  Area,Kanakpura Road,1430.0,2.0,2,78.0,2.0
11175,Super built-up  Area,Channasandra,1195.0,2.0,1,56.0,3.0
11177,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1,42.0,3.0
11180,Built-up  Area,Sonnenahalli,1011.0,2.0,1,59.0,2.0
11181,Super built-up  Area,7th Phase JP Nagar,1450.0,2.0,1,102.0,3.0
11182,Super built-up  Area,Sarjapur  Road,1129.0,2.0,1,69.0,2.0
11183,Super built-up  Area,Sarjapura - Attibele Road,1126.0,2.0,1,38.0,2.0
11184,Plot  Area,Attibele,1200.0,3.0,1,110.0,3.0
11186,Plot  Area,Other,900.0,4.0,2,125.0,3.0
11188,Super built-up  Area,Hennur Road,1933.0,3.0,2,140.0,3.0
11189,Built-up  Area,TC Palaya,1082.0,2.0,2,64.0,2.0
11190,Plot  Area,Other,2400.0,2.0,1,220.0,3.0
11191,Super built-up  Area,Other,900.0,1.0,0,38.0,1.0
11192,Plot  Area,Raja Rajeshwari Nagar,1560.0,4.0,1,160.0,4.0
11193,Super built-up  Area,Kathriguppe,1300.0,3.0,3,77.99,3.0
11195,Built-up  Area,CV Raman Nagar,1125.0,2.0,1,46.0,2.0
11197,Super built-up  Area,Kengeri Satellite Town,900.0,2.0,0,38.0,2.0
11199,Super built-up  Area,Old Airport Road,1798.0,3.0,1,150.0,3.0
11200,Built-up  Area,Other,1864.0,3.0,2,120.0,3.0
11202,Super built-up  Area,Kengeri,900.0,1.0,1,38.0,1.0
11203,Super built-up  Area,Rajaji Nagar,1200.0,2.0,1,70.0,2.0
11204,Super built-up  Area,Ananth Nagar,992.0,2.0,2,38.0,2.0
11206,Plot  Area,R.T. Nagar,1500.0,4.0,3,185.0,4.0
11207,Super built-up  Area,Bellandur,1200.0,2.0,1,62.0,2.0
11209,Built-up  Area,BTM 2nd Stage,1750.0,3.0,3,172.0,3.0
11210,Super built-up  Area,HSR Layout,1009.0,2.0,2,56.0,2.0
11211,Super built-up  Area,Jalahalli,1470.0,2.0,3,102.0,3.0
11212,Super built-up  Area,Bannerghatta Road,1527.0,3.0,2,115.0,3.0
11214,Built-up  Area,Chandapura,2408.5,4.0,2,135.0,4.0
11215,Super built-up  Area,Whitefield,1277.0,2.0,1,77.0,2.0
11217,Super built-up  Area,Whitefield,1820.0,3.0,2,140.0,3.0
11219,Super built-up  Area,Banashankari,1886.0,3.0,2,205.0,3.0
11220,Plot  Area,Other,1200.0,2.0,0,190.0,3.0
11221,Super built-up  Area,Jakkur,1880.0,4.0,2,110.0,3.0
11222,Super built-up  Area,Hennur,1255.0,2.0,2,52.35,2.0
11224,Super built-up  Area,Somasundara Palya,1140.0,2.0,2,46.0,2.0
11225,Built-up  Area,Electronic City Phase II,1025.0,2.0,1,38.0,2.0
11226,Built-up  Area,Whitefield,2408.5,4.0,2,220.0,4.0
11228,Plot  Area,Other,1200.0,4.0,2,165.0,4.0
11229,Super built-up  Area,Sarjapur  Road,1850.0,3.0,2,140.0,3.0
11230,Super built-up  Area,Kaikondrahalli,1250.0,2.0,1,78.0,2.0
11232,Super built-up  Area,Other,2408.5,5.0,3,220.0,4.0
11233,Super built-up  Area,Jalahalli,1244.0,2.0,2,88.0,2.0
11235,Super built-up  Area,Kengeri Satellite Town,1025.0,2.0,1,38.0,2.0
11239,Super built-up  Area,7th Phase JP Nagar,1035.0,2.0,1,39.33,2.0
11240,Plot  Area,2nd Stage Nagarbhavi,1500.0,3.0,2,220.0,4.0
11241,Super built-up  Area,Hosa Road,1470.0,2.0,2,84.22,3.0
11243,Super built-up  Area,Harlur,1752.12,3.0,2,125.0,3.0
11246,Super built-up  Area,Old Madras Road,2408.5,3.0,2,170.0,3.0
11248,Super built-up  Area,Electronic City,1275.0,3.0,3,63.43,3.0
11249,Super built-up  Area,Bommasandra Industrial Area,1365.0,3.0,1,52.81,3.0
11250,Plot  Area,Other,1200.0,2.0,0,90.0,3.0
11251,Super built-up  Area,Kanakpura Road,2408.5,3.0,1,170.0,3.0
11252,Super built-up  Area,Banashankari Stage VI,1392.0,3.0,1,69.46,3.0
11256,Super built-up  Area,Singasandra,1476.0,2.0,1,73.0,3.0
11257,Built-up  Area,KR Puram,900.0,1.0,1,38.0,1.0
11259,Built-up  Area,Jigani,943.0,2.0,2,48.0,2.0
11260,Plot  Area,Pai Layout,1150.0,2.0,1,170.0,2.0
11263,Super built-up  Area,Other,1279.0,2.0,3,100.0,2.0
11265,Built-up  Area,Other,1805.0,3.0,2,220.0,3.0
11268,Super built-up  Area,Rajaji Nagar,1357.0,2.0,1,123.0,2.0
11269,Super built-up  Area,Hebbal,1645.0,3.0,2,117.0,3.0
11270,Super built-up  Area,Ardendale,1777.26,3.0,2,92.0,3.0
11271,Super built-up  Area,Bisuvanahalli,900.0,2.0,2,38.0,2.0
11273,Super built-up  Area,Varthur,1210.0,2.0,1,64.15,2.0
11274,Super built-up  Area,Electronic City Phase II,900.0,2.0,1,38.0,2.0
11275,Super built-up  Area,Sarjapur  Road,1879.0,3.0,2,155.0,3.0
11280,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1,75.0,3.0
11282,Super built-up  Area,Green Glen Layout,1751.0,3.0,2,115.0,3.0
11283,Plot  Area,Other,1550.0,3.0,1,220.0,5.0
11286,Super built-up  Area,Channasandra,1175.0,2.0,2,38.0,2.0
11287,Built-up  Area,Jalahalli,1407.0,2.0,1,98.49,2.0
11288,Super built-up  Area,Yelachenahalli,1000.0,2.0,2,50.0,2.0
11289,Super built-up  Area,Electronic City,1518.0,3.0,3,75.0,3.0
11290,Plot  Area,Other,2408.5,4.0,2,220.0,4.0
11291,Super built-up  Area,Tumkur Road,1027.0,2.0,1,67.0,2.0
11292,Super built-up  Area,Other,2408.5,2.0,2,220.0,4.0
11293,Built-up  Area,HSR Layout,1145.0,2.0,2,46.0,2.0
11294,Super built-up  Area,Rajaji Nagar,1260.0,2.0,2,113.0,2.0
11298,Plot  Area,Other,1600.0,4.0,1,120.0,3.0
11299,Built-up  Area,Hegde Nagar,1500.0,3.0,2,135.0,3.0
11301,Plot  Area,Other,1200.0,4.0,1,220.0,3.0
11302,Super built-up  Area,Hennur Road,1030.0,2.0,1,46.5,2.0
11303,Built-up  Area,Gubbalala,2408.5,2.0,1,88.0,6.0
11304,Super built-up  Area,Kammasandra,1057.0,2.0,1,38.0,2.0
11305,Super built-up  Area,Old Airport Road,2408.5,4.0,3,208.0,4.0
11307,Super built-up  Area,Hormavu,1075.0,2.0,1,53.7,2.0
11308,Super built-up  Area,Mysore Road,1080.0,2.0,1,60.0,3.0
11309,Super built-up  Area,Other,2408.5,5.0,3,220.0,4.0
11311,Super built-up  Area,Singasandra,1139.7,2.0,1,45.0,2.0
11314,Super built-up  Area,Sarjapur  Road,2408.5,5.0,1,175.0,4.0
11315,Super built-up  Area,Sarjapur  Road,1323.0,2.0,2,74.0,2.0
11316,Super built-up  Area,Hennur Road,1232.0,2.0,1,69.61,2.0
11317,Super built-up  Area,Kalena Agrahara,900.0,2.0,1,40.0,2.0
11318,Super built-up  Area,Sarjapura - Attibele Road,900.0,1.0,1,38.0,1.0
11319,Super built-up  Area,Hebbal,1920.0,3.0,2,134.0,3.0
11320,Plot  Area,Other,2408.5,1.0,0,170.0,1.0
11321,Super built-up  Area,Bannerghatta Road,1550.0,3.0,2,96.0,3.0
11322,Super built-up  Area,Gunjur,1588.0,2.0,3,90.0,3.0
11323,Built-up  Area,Rajaji Nagar,2300.0,4.0,1,220.0,3.0
11325,Built-up  Area,Other,1308.0,2.0,1,86.0,2.0
11327,Plot  Area,Kogilu,2408.5,2.0,3,220.0,3.0
11328,Built-up  Area,Other,2170.0,3.0,2,220.0,4.0
11329,Super built-up  Area,Thanisandra,1719.0,3.0,2,135.0,3.0
11330,Super built-up  Area,Horamavu Agara,1107.83,2.0,1,41.51,2.0
11332,Built-up  Area,Electronic City,1090.0,2.0,1,38.0,1.0
11333,Plot  Area,Other,1500.0,5.0,2,210.0,5.0
11334,Super built-up  Area,Jakkur,1660.0,3.0,2,104.0,3.0
11335,Super built-up  Area,Nagavara,1247.0,2.0,1,58.56,2.0
11336,Super built-up  Area,Thanisandra,1595.0,3.0,2,96.0,3.0
11337,Super built-up  Area,Kaggadasapura,1175.0,2.0,2,50.0,2.0
11338,Plot  Area,9th Phase JP Nagar,1200.0,2.0,1,135.0,3.0
11339,Super built-up  Area,Old Airport Road,1184.0,2.0,1,78.0,2.0
11341,Plot  Area,Kaval Byrasandra,935.0,2.0,0,78.0,2.0
11343,Plot  Area,Rajaji Nagar,2400.0,5.0,1,220.0,5.0
11345,Built-up  Area,Uttarahalli,1000.0,2.0,0,52.0,2.0
11346,Super built-up  Area,Yelahanka,1705.0,3.0,2,85.0,3.0
11348,Plot  Area,Chikka Tirupathi,2325.0,4.0,1,120.0,4.0
11350,Plot  Area,Other,1200.0,2.0,3,220.0,3.0
11351,Super built-up  Area,Varthur,1402.0,2.0,2,95.0,2.0
11352,Super built-up  Area,Whitefield,2280.0,4.0,2,125.0,3.0
11354,Super built-up  Area,5th Phase JP Nagar,1080.0,2.0,1,53.0,2.0
11356,Super built-up  Area,Other,1919.0,3.0,0,220.0,3.0
11357,Built-up  Area,Begur Road,1100.0,2.0,2,42.6,2.0
11358,Super built-up  Area,Sarjapur  Road,2408.5,4.0,3,220.0,4.0
11359,Super built-up  Area,Bannerghatta Road,1200.0,2.0,2,78.0,2.0
11361,Plot  Area,Other,1200.0,3.0,0,78.0,2.0
11363,Super built-up  Area,Whitefield,2408.5,5.0,1,200.0,4.0
11365,Super built-up  Area,Other,2180.0,3.0,3,220.0,3.0
11367,Super built-up  Area,Abbigere,985.0,2.0,1,38.92,2.0
11368,Built-up  Area,Sarjapur,950.0,2.0,2,38.0,2.0
11371,Plot  Area,Other,1200.0,4.0,2,180.0,4.0
11373,Super built-up  Area,Hoskote,1003.5,2.0,0,38.0,2.0
11374,Built-up  Area,Kaval Byrasandra,2408.5,3.0,2,200.0,3.0
11377,Plot  Area,Sarjapur,2408.5,3.0,2,220.0,3.0
11378,Super built-up  Area,Other,2408.5,2.0,3,220.0,3.0
11379,Built-up  Area,Chandapura,900.0,1.0,2,38.0,2.0
11381,Plot  Area,Other,1200.0,4.0,1,190.0,4.0
11382,Built-up  Area,Other,1300.0,2.0,3,95.0,2.0
11384,Super built-up  Area,Sarjapur  Road,2289.0,3.0,2,178.0,3.0
11386,Super built-up  Area,Other,1350.0,2.0,2,89.5,2.0
11387,Super built-up  Area,Kambipura,900.0,2.0,1,45.0,2.0
11388,Built-up  Area,Thanisandra,1698.0,3.0,2,125.0,3.0
11389,Super built-up  Area,Electronic City Phase II,2187.5,4.0,0,105.0,4.0
11390,Super built-up  Area,Ambalipura,1060.0,2.0,1,58.5,2.0
11391,Super built-up  Area,Somasundara Palya,1185.0,2.0,2,75.0,2.0
11392,Super built-up  Area,Padmanabhanagar,2051.0,3.0,1,180.0,3.0
11393,Super built-up  Area,Vittasandra,1404.0,2.0,1,72.0,2.0
11394,Super built-up  Area,Electronic City Phase II,1252.0,2.0,1,67.0,2.0
11395,Super built-up  Area,Bannerghatta Road,1885.0,3.0,1,125.0,3.0
11396,Built-up  Area,Kaikondrahalli,2408.5,2.0,3,220.0,6.0
11397,Super built-up  Area,Hormavu,980.0,2.0,2,42.0,2.0
11398,Super built-up  Area,Rajaji Nagar,2408.5,3.0,3,220.0,3.0
11401,Built-up  Area,Other,2312.0,3.0,2,156.0,3.0
11405,Built-up  Area,Bhoganhalli,970.0,2.0,1,52.5,2.0
11407,Super built-up  Area,Whitefield,1639.5,3.0,0,92.63,3.0
11409,Built-up  Area,Other,2150.0,3.0,3,220.0,3.0
11411,Built-up  Area,Harlur,2408.5,3.0,1,220.0,3.0
11412,Built-up  Area,Hennur Road,2408.5,4.0,3,220.0,4.0
11413,Super built-up  Area,Jalahalli,1200.0,2.0,1,66.0,1.0
11414,Super built-up  Area,Kathriguppe,1335.0,2.0,2,73.43,3.0
11415,Super built-up  Area,Hebbal,2408.5,2.0,0,220.0,4.0
11417,Super built-up  Area,Rajaji Nagar,2390.0,3.0,1,220.0,3.0
11418,Super built-up  Area,Other,1460.0,2.0,1,90.0,3.0
11422,Super built-up  Area,Thanisandra,1732.0,3.0,1,85.73,3.0
11424,Built-up  Area,Sector 2 HSR Layout,1095.0,2.0,1,85.41,2.0
11425,Super built-up  Area,Kengeri,900.0,1.0,1,38.0,1.0
11427,Built-up  Area,Yelahanka,1350.0,2.0,3,85.0,3.0
11432,Super built-up  Area,Bannerghatta,1776.0,3.0,2,124.0,3.0
11434,Plot  Area,Hormavu,900.0,2.0,0,56.0,2.0
11435,Plot  Area,Other,2408.5,3.0,1,220.0,3.0
11436,Super built-up  Area,Other,1650.0,3.0,2,95.0,3.0
11437,Super built-up  Area,Whitefield,1190.0,2.0,1,70.0,2.0
11438,Super built-up  Area,JP Nagar,1133.0,2.0,1,38.0,2.0
11440,Plot  Area,Horamavu Banaswadi,1448.0,4.0,0,118.0,3.0
11441,Super built-up  Area,Other,2408.5,2.0,1,220.0,4.0
11442,Super built-up  Area,Kodichikkanahalli,976.0,2.0,1,50.0,2.0
11443,Plot  Area,Other,1350.0,4.0,3,220.0,4.0
11446,Built-up  Area,Yelahanka,1633.0,3.0,2,110.0,3.0
11447,Super built-up  Area,Ramagondanahalli,1151.0,2.0,2,46.0,2.0
11449,Super built-up  Area,Uttarahalli,1037.0,2.0,1,38.0,2.0
11452,Super built-up  Area,Thigalarapalya,2215.0,4.0,2,162.0,3.0
11453,Super built-up  Area,Hennur,1255.0,2.0,2,54.5,2.0
11454,Plot  Area,Other,2408.5,2.0,1,220.0,3.0
11455,Super built-up  Area,Hormavu,1075.0,2.0,1,53.7,2.0
11456,Super built-up  Area,Harlur,2408.5,5.0,3,180.0,4.0
11458,Super built-up  Area,Kudlu Gate,1183.0,2.0,1,79.54,2.0
11459,Super built-up  Area,HSR Layout,1100.0,2.0,2,44.0,2.0
11461,Super built-up  Area,Other,1500.0,2.0,2,120.0,3.0
11462,Super built-up  Area,Jakkur,1291.0,2.0,1,75.0,2.0
11463,Plot  Area,Hennur,1150.0,3.0,2,80.0,3.0
11464,Super built-up  Area,Electronic City,1060.0,2.0,1,55.0,2.0
11465,Super built-up  Area,7th Phase JP Nagar,1575.0,2.0,2,110.0,3.0
11468,Super built-up  Area,Mahadevpura,1236.0,2.0,1,58.0,2.0
11470,Super built-up  Area,Malleshwaram,2408.5,4.0,3,220.0,3.0
11471,Built-up  Area,Pai Layout,2408.5,2.0,1,175.0,6.0
11472,Built-up  Area,Haralur Road,2408.5,5.0,1,220.0,4.0
11474,Plot  Area,Hulimavu,1200.0,4.0,1,75.0,4.0
11475,Built-up  Area,Harlur,1225.0,2.0,2,56.0,2.0
11476,Super built-up  Area,Thanisandra,1056.0,2.0,1,75.0,2.0
11478,Super built-up  Area,Banashankari,1200.0,3.0,2,74.52,3.0
11479,Super built-up  Area,Kudlu Gate,1850.0,3.0,2,110.0,3.0
11481,Built-up  Area,Other,1200.0,1.0,0,39.82,1.0
11483,Built-up  Area,Other,2408.5,2.0,1,220.0,5.0
11485,Super built-up  Area,Jigani,918.0,2.0,2,56.0,2.0
11488,Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,2,80.0,2.0
11491,Super built-up  Area,CV Raman Nagar,1400.0,2.0,2,78.0,3.0
11492,Super built-up  Area,Hosur Road,1345.0,2.0,2,106.0,2.0
11493,Built-up  Area,1st Phase JP Nagar,1900.0,3.0,1,220.0,4.0
11494,Super built-up  Area,8th Phase JP Nagar,1510.0,2.0,3,80.0,2.0
11495,Super built-up  Area,Malleshwaram,900.0,2.0,1,38.0,2.0
11498,Super built-up  Area,Yelahanka,900.0,1.0,0,42.535,1.0
11499,Super built-up  Area,Vidyaranyapura,1100.0,2.0,2,72.0,3.0
11500,Built-up  Area,Other,1200.0,3.0,1,68.0,3.0
11502,Carpet  Area,Hormavu,2282.0,4.0,0,115.0,4.0
11504,Plot  Area,Sarjapur,2172.0,3.0,0,100.0,3.0
11505,Super built-up  Area,Other,2408.5,2.0,1,220.0,6.0
11507,Super built-up  Area,8th Phase JP Nagar,2408.5,3.0,2,165.0,3.0
11509,Plot  Area,Other,900.0,1.0,1,48.0,1.0
11511,Built-up  Area,Kadugodi,1088.0,2.0,2,44.0,2.0
11512,Built-up  Area,Sahakara Nagar,1200.0,2.0,0,46.0,2.0
11514,Super built-up  Area,Haralur Road,1309.0,2.0,1,82.0,2.0
11515,Super built-up  Area,Other,1717.0,3.0,2,200.0,3.0
11516,Super built-up  Area,7th Phase JP Nagar,2100.0,3.0,2,200.0,3.0
11517,Plot  Area,Other,900.0,1.0,0,90.0,2.0
11521,Super built-up  Area,5th Phase JP Nagar,1041.0,2.0,2,54.0,2.0
11523,Super built-up  Area,Bannerghatta,1776.0,3.0,2,150.0,3.0
11525,Super built-up  Area,Other,1293.0,2.0,2,80.0,2.0
11528,Super built-up  Area,Thanisandra,1245.0,2.0,1,83.05,2.0
11529,Super built-up  Area,Haralur Road,1027.0,1.0,2,44.0,2.0
11532,Plot  Area,Other,1065.0,3.0,1,72.0,3.0
11533,Super built-up  Area,Kannamangala,1814.0,3.0,1,129.0,3.0
11534,Super built-up  Area,Ramagondanahalli,1610.0,2.0,1,112.0,3.0
11535,Built-up  Area,Kumaraswami Layout,900.0,1.0,1,78.0,1.0
11538,Built-up  Area,Other,1250.0,2.0,1,77.13,3.0
11539,Super built-up  Area,Haralur Road,1243.0,2.0,2,46.0,2.0
11542,Super built-up  Area,Electronic City,1353.0,2.0,3,75.0,2.0
11543,Carpet  Area,Other,2100.0,3.0,0,210.0,4.0
11545,Plot  Area,Whitefield,2408.5,4.0,3,220.0,4.0
11546,Built-up  Area,Sahakara Nagar,1270.0,2.0,1,96.0,2.0
11548,Plot  Area,8th Phase JP Nagar,1200.0,4.0,2,220.0,4.0
11549,Built-up  Area,Thanisandra,2408.5,4.0,3,188.0,4.0
11552,Super built-up  Area,BTM 2nd Stage,1400.0,2.0,3,90.0,2.0
11555,Built-up  Area,Kasavanhalli,1585.0,2.0,2,90.0,2.0
11557,Super built-up  Area,Electronic City,1128.0,2.0,1,67.0,2.0
11559,Plot  Area,Other,1200.0,2.0,1,200.0,3.0
11560,Super built-up  Area,HSR Layout,1203.0,2.0,2,60.0,2.0
11561,Super built-up  Area,Mallasandra,905.0,2.0,1,38.0,2.0
11563,Super built-up  Area,Varthur,1105.0,2.0,3,38.0,2.0
11564,Plot  Area,Channasandra,1200.0,2.0,1,46.13,2.0
11567,Super built-up  Area,Dasarahalli,1333.0,2.0,1,78.56,2.0
11570,Super built-up  Area,Haralur Road,1243.0,2.0,2,46.0,2.0
11572,Plot  Area,Margondanahalli,1200.0,2.0,1,65.0,2.0
11573,Super built-up  Area,Whitefield,1270.0,2.0,1,94.0,2.0
11575,Super built-up  Area,Chandapura,900.0,2.0,3,38.0,2.0
11576,Plot  Area,Attibele,2400.0,2.0,2,220.0,4.0
11578,Super built-up  Area,Bannerghatta Road,1450.0,2.0,2,78.0,3.0
11580,Built-up  Area,Other,1080.0,2.0,1,67.0,2.0
11582,Super built-up  Area,Begur Road,1200.0,2.0,2,44.4,2.0
11583,Super built-up  Area,Bommanahalli,1355.0,2.0,0,73.17,2.0
11584,Plot  Area,R.T. Nagar,2400.0,3.0,0,220.0,3.0
11586,Built-up  Area,Koramangala,1355.0,2.0,2,95.0,2.0
11587,Built-up  Area,Electronic City,1070.0,2.0,1,57.0,2.0
11588,Super built-up  Area,CV Raman Nagar,1980.0,4.0,1,180.0,3.0
11589,Super built-up  Area,Bommasandra,900.0,2.0,2,38.0,2.0
11590,Super built-up  Area,Bannerghatta Road,900.0,1.0,1,38.0,1.0
11593,Built-up  Area,Other,1100.0,2.0,2,75.0,2.0
11594,Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2.0,2,40.54,2.0
